word	pos_tag	morph_parse	lemma	correct_form
yazıyordu	Verb	Verb+Pos+Prog1+Past+A3sg	yaz	yazıyordu
bilinmiyordu	Verb	Verb+Verb+Pass+Neg+Prog1+Past+A3sg	bil	bilinmiyordu
yaratmadı	Verb	Verb+Neg+Past+A3sg	yarat	yaratmadı
uygulanmasından	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	uygula	uygulanmasından
düşen	Verb	Verb+Pos+Adj+PresPart	düş	düşen
vermezse	Verb	Verb+Neg+Aor+Cond+A3sg	ver	vermezse
öldürülüyordu	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	öl	öldürülüyordu
kirletenlerin	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	kirlet	kirletenlerin
yıpranmadan	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Abl	yıpran	yıpranmadan
yıkanmasının	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	yıka	yıkanmasının
yasaklanmasına	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	yasakla	yasaklanmasına
yükselişi	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Nom	yüksel	yükselişi
bildirmeye	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	bil	bildirmeye
gitmişti	Verb	Verb+Pos+Narr+Past+A3sg	git	gitmişti
gördüğünü	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Acc	gör	gördüğünü
hatırlayan	Verb	Verb+Pos+Adj+PresPart	hatırla	hatırlayan
aldı	Verb	Verb+Pos+Past+A3sg	al	aldı
olmuşlar	Verb	Verb+Pos+Narr+A3pl	ol	olmuşlar
girmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	gir	girmiştir
demesinden	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Abl	de	demesinden
uğradı	Verb	Verb+Pos+Past+A3sg	uğra	uğradı
bırakarak	Verb	Verb+Pos+Adv+ByDoingSo	bırak	bırakarak
kurtulabildi	Verb	Verb+Verb+Able+Pos+Past+A3sg	kurtul	kurtulabildi
yenip	Verb	Verb+Pos+Adv+AfterDoingSo	yen(II)	yenip
kurtardılar	Verb	Verb+Pos+Past+A3pl	kurtar	kurtardılar
bozuşması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	bozuş	bozuşması
sürmedi	Verb	Verb+Neg+Past+A3sg	sür	sürmedi
yaşayan	Verb	Verb+Pos+Adj+PresPart	yaşa	yaşayan
ayrıldığını	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	ayır	ayrıldığını
anlatır	Verb	Verb+Pos+Aor+A3sg	anlat	anlatır
giderek	Verb	Verb+Pos+Adv+ByDoingSo	git	giderek
konaklamışlardır	Verb	Verb+Pos+Narr+A3pl+Cop+A3sg	konakla	konaklamışlardır
öldüren	Verb	Verb+Verb+Caus+Pos+Adj+PresPart	öl	öldüren
kazandığı	Verb	Verb+Pos+Adj+PastPart+P3sg	kazan	kazandığı
savaşmıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	savaş	savaşmıştır
büyüyen	Verb	Verb+Pos+Adj+PresPart	büyü	büyüyen
kıskanmış	Verb	Verb+Pos+Narr+A3sg	kıskan	kıskanmış
vermiş	Verb	Verb+Pos+Narr+A3sg	ver	vermiş
olsa	Verb	Verb+Pos+Desr+A3sg	ol	olsa
geçmişti	Verb	Verb+Pos+Narr+Past+A3sg	geç	geçmişti
öğrenince	Verb	Verb+Pos+Adv+When	öğren	öğrenince
uzaklaşma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	uzaklaş	uzaklaşma
vermek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ver	vermek
istememesiyle	Verb	Verb+Neg+Noun+Inf2+A3sg+P3sg+Ins	iste	istememesiyle
başladı	Verb	Verb+Pos+Past+A3sg	başla	başladı
geldiler	Verb	Verb+Pos+Past+A3pl	gel	geldiler
almasıyla	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	al	almasıyla
uğratıldı	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	uğra	uğratıldı
geldi	Verb	Verb+Pos+Past+A3sg	gel	geldi
kaçmış	Verb	Verb+Pos+Narr+A3sg	kaç	kaçmış
sığınmıştı	Verb	Verb+Pos+Narr+Past+A3sg	sığın	sığınmıştı
olmadılar	Verb	Verb+Neg+Past+A3pl	ol	olmadılar
desteklemeyi	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Acc	destekle	desteklemeyi
seçti	Verb	Verb+Pos+Past+A3sg	seç	seçti
kurup	Verb	Verb+Pos+Adv+AfterDoingSo	kur	kurup
açtı	Verb	Verb+Pos+Past+A3sg	aç	açtı
ayrıldı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	ayır	ayrıldı
tanınan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	tanı	tanınan
yenildi	Verb	Verb+Verb+Pass+Pos+Past+A3sg	yen(II)	yenildi
düştü	Verb	Verb+Pos+Past+A3sg	düş	düştü
olmalarını	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Acc	ol	olmalarını
olmasını	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	ol	olmasını
kırılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	kır	kırılarak
istediğini	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Acc	iste	istediğini
iletti	Verb	Verb+Pos+Past+A3sg	ilet	iletti
öldürüldü	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	öl	öldürüldü
yenilmesi	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yen(II)	yenilmesi
birleşerek	Verb	Verb+Pos+Adv+ByDoingSo	birleş	birleşerek
oldular	Verb	Verb+Pos+Past+A3pl	ol	oldular
birleşemeyen	Verb	Verb+Verb+Able+Neg+Adj+PresPart	birleş	birleşemeyen
olmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	ol	olmuştur
toplanmasıyla	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	topla	toplanmasıyla
alamasa	Verb	Verb+Verb+Able+Neg+Desr+A3sg	al	alamasa
alınca	Verb	Verb+Pos+Adv+When	al	alınca
birleşme	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	birleş	birleşme
savaşan	Verb	Verb+Pos+Adj+PresPart	savaş	savaşan
sağlamış	Verb	Verb+Pos+Narr+A3sg	sağla	sağlamış
Birleşmenin	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Gen	birleş	Birleşmenin
yaşarken	Verb	Verb+Pos+Aor+A3sg+Adv+While	yaşa	yaşarken
yazıyor	Verb	Verb+Pos+Prog1+A3sg	yaz	yazıyor
birleşmesiyle	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	birleş	birleşmesiyle
kurulan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kur	kurulan
izledi	Verb	Verb+Pos+Past+A3sg	izle	izledi
kullanıldığını	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	kullan	kullanıldığını
görünce	Verb	Verb+Pos+Adv+When	gör	görünce
kullanılmaya	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	kullan	kullanılmaya
başlandı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	başla	başlandı
işleyişinin	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Gen	işle	işleyişinin
alan	Verb	Verb+Pos+Adj+PresPart	al	alan
açarak	Verb	Verb+Pos+Adv+ByDoingSo	aç	açarak
kuşattı	Verb	Verb+Pos+Past+A3sg	kuşat	kuşattı
evlendirse	Verb	Verb+Verb+Caus+Pos+Desr+A3sg	evlen	evlendirse
geçirdiğinden	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Abl	geçir	geçirdiğinden
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
Gelen	Verb	Verb+Pos+Adj+PresPart	gel	Gelen
yapan	Verb	Verb+Pos+Adj+PresPart	yap	yapan
hazırlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	hazırla	hazırlanan
istedi	Verb	Verb+Pos+Past+A3sg	iste	istedi
ileten	Verb	Verb+Pos+Adj+PresPart	ilet	ileten
öldürerek	Verb	Verb+Verb+Caus+Pos+Adv+ByDoingSo	öl	öldürerek
hazırladı	Verb	Verb+Pos+Past+A3sg	hazırla	hazırladı
kaldırmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	kaldır	kaldırmak
korkarak	Verb	Verb+Pos+Adv+ByDoingSo	kork	korkarak
yakalanarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yakala	yakalanarak
kapılıp	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	kap	kapılıp
alıp	Verb	Verb+Pos+Adv+AfterDoingSo	al	alıp
çekildi	Verb	Verb+Verb+Pass+Pos+Past+A3sg	çek	çekildi
bakış	Verb	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom	bak	bakış
geçirdi	Verb	Verb+Pos+Past+A3sg	geçir	geçirdi
kuşatma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	kuşat	kuşatma
sürünce	Verb	Verb+Pos+Adv+When	sür	sürünce
bıraktı	Verb	Verb+Pos+Past+A3sg	bırak	bıraktı
koydu	Verb	Verb+Pos+Past+A3sg	koy	koydu
çekilmesiyle	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	çek	çekilmesiyle
yakılıp	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	yak	yakılıp
yıkıldı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	yık	yıkıldı
geçtikten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	geç	geçtikten
öldürten	Verb	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart	öl	öldürten
eritilmiş	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	eri	eritilmiş
dökülerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	dök	dökülerek
geçirdikten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	geçir	geçirdikten
yıkılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yık	yıkılmış
edilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	et	edilmiştir
kuşatmasının	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Gen	kuşat	kuşatmasının
kaçışına	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Dat	kaç	kaçışına
ederken	Verb	Verb+Pos+Aor+A3sg+Adv+While	et	ederken
kovaladı	Verb	Verb+Pos+Past+A3sg	kovala	kovaladı
kuşatmadan	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Abl	kuşat	kuşatmadan
ettirmiştir	Verb	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	et	ettirmiştir
görmektedirler	Verb	Verb+Pos+Prog2+A3sg+Cop+A3pl	gör	görmektedirler
tanımlar	Verb	Verb+Pos+Aor+A3sg	tanımla	tanımlar
nitelendirir	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	nitelen	nitelendirir
tartışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	tartış	tartışma
görmezken	Verb	Verb+Neg+Aor+A3sg+Adv+While	gör	görmezken
açılmıştı	Verb	Verb+Verb+Pass+Pos+Narr+Past+A3sg	aç	açılmıştı
oynadı	Verb	Verb+Pos+Past+A3sg	oyna	oynadı
bilinen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	bil	bilinen
dönmedi	Verb	Verb+Neg+Past+A3sg	dön	dönmedi
alınamıyordu	Verb	Verb+Verb+Able+Neg+Prog1+Past+A3sg	alın	alınamıyordu
kopma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	kop	kopma
hazırlarken	Verb	Verb+Pos+Aor+A3sg+Adv+While	hazırla	hazırlarken
geçiren	Verb	Verb+Pos+Adj+PresPart	geçir	geçiren
çıktı	Verb	Verb+Pos+Past+A3sg	çık	çıktı
hastalanarak	Verb	Verb+Pos+Adv+ByDoingSo	hastalan	hastalanarak
öldü	Verb	Verb+Pos+Past+A3sg	öl	öldü
tutulsa	Verb	Verb+Verb+Pass+Pos+Desr+A3sg	tut	tutulsa
gömüldüğüne	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Dat	göm	gömüldüğüne
inanılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	inan	inanılmaktadır
gelenler	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	gel	gelenler
gömüldü	Verb	Verb+Verb+Pass+Pos+Past+A3sg	göm	gömüldü
dikildi	Verb	Verb+Verb+Pass+Pos+Past+A3sg	dik	dikildi
tutulması	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tut	tutulması
gezdirilerek	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	gez	gezdirilerek
giderilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	gider	giderilmiştir
birleştirmesiyle	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	birleş	birleştirmesiyle
kalkmış	Verb	Verb+Pos+Narr+A3sg	kalk	kalkmış
değişmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	değiş	değişmiştir
artmıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	art	artmıştır
akışını	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Acc	ak	akışını
sağlamıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	sağla	sağlamıştır
azalmasına	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Dat	azal	azalmasına
yakılması	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yak	yakılması
götürebilecek	Verb	Verb+Verb+Able+Pos+Fut+A3sg	götür	götürebilecek
olmasına	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Dat	ol	olmasına
bilinenin	Verb	Verb+Verb+Pass+Pos+Adj+PresPart+Noun+A3sg+Pnon+Gen	bil	bilinenin
geçirmemiştir	Verb	Verb+Neg+Narr+A3sg+Cop+A3sg	geçir	geçirmemiştir
ilerlemiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	ilerle	ilerlemiştir
genişlemesi	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	genişle	genişlemesi
çıkmış	Verb	Verb+Pos+Narr+A3sg	çık	çıkmış
uğratmış	Verb	Verb+Verb+Caus+Pos+Narr+A3sg	uğra	uğratmış
ulaşmış	Verb	Verb+Pos+Narr+A3sg	ulaş	ulaşmış
öldürmesi	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	öl	öldürmesi
sevmemesini	Verb	Verb+Neg+Noun+Inf2+A3sg+P3sg+Acc	sev	sevmemesini
desteklenen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	destekle	desteklenen
savunmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	savun	savunmak
nitelendirilmiştir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	nitelen	nitelendirilmiştir
kavuşması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	kavuş	kavuşması
gelmiş	Verb	Verb+Pos+Narr+A3sg	gel	gelmiş
görülmektedir	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	gör	görülmektedir
olmasında	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Loc	ol	olmasında
taşır	Verb	Verb+Pos+Aor+A3sg	taşı	taşır
olmayan	Verb	Verb+Neg+Adj+PresPart	ol	olmayan
inceleyenler	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	incele	inceleyenler
yazılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	yaz	yazılan
abarttığı	Verb	Verb+Pos+Adj+PastPart+P3sg	abart	abarttığı
düşünürler	Verb	Verb+Pos+Aor+A3pl	düşün	düşünürler
verip	Verb	Verb+Pos+Adv+AfterDoingSo	ver	verip
uygulamıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	uygula	uygulamıştır
çıkınca	Verb	Verb+Pos+Adv+When	çık	çıkınca
demektedirler	Verb	Verb+Pos+Prog2+A3sg+Cop+A3pl	de	demektedirler
vermişlerdir	Verb	Verb+Pos+Narr+A3pl+Cop+A3sg	ver	vermişlerdir
bulunmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	bulun	bulunmaktadır
duyar	Verb	Verb+Pos+Aor+A3sg	duy	duyar
konmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	kon(I)	konmuştur
olduktan	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	ol	olduktan
